age,basket,checkout,region,coupon,gender,monthly_spend,shipping_fee,subscriber,tenure
33.0,27.5,False,B,False,f,116.64,20.0,False,13.0
38.0,36.2,False,B,False,m,127.3,20.0,False,5.0
35.0,36.3,False,B,False,f,118.51,20.0,False,2.0
31.0,51.6,False,A,False,f,166.54,0.0,False,4.0
27.0,23.3,False,B,False,f,108.54,20.0,False,17.0
38.0,25.1,False,B,False,f,96.14,20.0,False,17.0
29.0,28.8,False,B,True,f,89.33,20.0,False,5.0
41.0,42.4,False,B,False,f,102.96,20.0,False,6.0
53.0,23.4,False,A,False,f,128.07,5.0,False,6.0
18.0,24.2,False,B,False,m,82.73,20.0,False,11.0
30.0,42.2,False,A,False,m,160.72,5.0,False,32.0
28.0,43.6,False,C,False,m,174.57,0.0,False,14.0
49.0,39.2,True,B,False,m,210.38,20.0,False,3.0
22.0,20.8,False,B,True,m,83.2,20.0,False,24.0
35.0,26.6,False,B,True,f,88.03,20.0,False,1.0
31.0,25.4,False,E,False,f,63.18,15.0,False,1.0
28.0,36.5,False,B,True,m,131.89,20.0,False,4.0
43.0,29.1,False,B,False,f,122.29,20.0,False,24.0
44.0,65.6,False,B,False,f,198.6,20.0,False,4.0
29.0,53.8,False,C,False,f,161.99,0.0,False,7.0
41.0,47.9,False,B,False,f,205.99,20.0,False,13.0
25.0,25.0,False,B,False,m,147.78,20.0,False,4.0
46.0,46.8,False,C,True,f,150.84,0.0,False,9.0
23.0,21.9,False,B,False,f,68.8,20.0,False,9.0
29.0,13.2,False,B,True,f,71.55,20.0,False,2.0
50.0,22.3,True,B,False,m,83.77,20.0,False,9.0
40.0,39.4,False,B,False,f,160.75,20.0,False,13.0
39.0,26.6,False,B,False,f,93.67,20.0,False,11.0
30.0,19.3,False,B,False,f,62.62,20.0,False,4.0
40.0,23.6,False,B,True,f,98.81,20.0,False,8.0
36.0,41.8,False,E,True,f,148.38,15.0,False,25.0
34.0,12.6,False,B,False,m,66.69,20.0,False,12.0
29.0,40.2,False,A,False,f,90.77,5.0,False,2.0
34.0,35.9,True,E,False,m,112.05,15.0,False,1.0
50.0,21.6,True,A,True,f,121.9,5.0,False,12.0
34.0,30.7,True,B,True,f,100.32,20.0,False,5.0
40.0,52.7,False,B,False,f,189.41,20.0,False,3.0
38.0,41.5,False,E,False,f,147.23,15.0,False,11.0
44.0,52.1,False,E,False,m,176.68,0.0,False,1.0
31.0,29.4,False,B,True,m,114.47,20.0,True,14.0
38.0,27.6,False,B,False,m,94.32,20.0,False,6.0
32.0,37.4,False,B,False,f,119.52,20.0,False,2.0
31.0,32.6,False,B,False,f,117.21,20.0,False,5.0
29.0,27.3,False,B,False,f,95.61,20.0,False,12.0
28.0,18.0,False,B,True,f,54.13,20.0,False,4.0
41.0,25.3,False,B,False,m,72.78,20.0,False,2.0
33.0,14.6,False,C,False,f,56.52,10.0,False,10.0
41.0,33.0,False,E,False,f,106.14,15.0,False,6.0
34.0,27.5,False,B,False,m,95.59,20.0,False,14.0
48.0,30.0,False,B,True,f,115.74,20.0,False,2.0
49.0,21.3,False,B,False,f,90.19,20.0,False,4.0
47.0,27.6,False,B,False,f,133.29,20.0,False,2.0
36.0,34.1,False,B,True,f,98.96,20.0,False,3.0
26.0,36.9,False,C,False,m,123.62,0.0,False,17.0
43.0,27.1,False,B,True,m,96.34,20.0,False,3.0
60.0,39.4,False,B,False,f,110.19,20.0,False,2.0
45.0,31.1,False,B,False,f,95.35,20.0,False,2.0
28.0,23.0,False,E,False,m,74.32,15.0,False,3.0
35.0,28.4,False,C,False,f,98.1,10.0,False,9.0
28.0,32.6,False,B,False,m,78.78,20.0,False,3.0
36.0,36.7,False,A,False,f,172.17,5.0,False,1.0
30.0,17.4,False,C,False,f,63.85,10.0,False,3.0
39.0,22.3,False,B,True,f,85.27,20.0,False,3.0
38.0,26.0,False,B,False,f,95.12,20.0,False,1.0
55.0,80.1,False,E,True,f,211.49,0.0,False,10.0
45.0,23.7,False,E,False,f,93.41,15.0,False,3.0
27.0,21.4,False,B,False,m,94.41,20.0,False,14.0
37.0,23.9,False,B,True,m,88.29,20.0,False,3.0
23.0,72.7,False,B,False,m,229.23,20.0,False,48.0
42.0,23.5,False,B,True,f,99.61,20.0,False,1.0
31.0,20.9,False,B,False,m,54.46,20.0,False,6.0
28.0,54.5,False,B,True,m,178.02,20.0,False,7.0
72.0,36.9,False,B,False,f,132.5,20.0,False,12.0
23.0,22.2,False,B,False,f,57.76,20.0,False,11.0
36.0,44.3,False,C,False,f,150.68,0.0,False,2.0
39.0,44.8,False,B,False,m,206.63,20.0,False,32.0
44.0,31.3,False,B,False,m,128.06,20.0,False,8.0
65.0,33.2,False,B,False,f,120.55,20.0,False,4.0
50.0,67.0,False,B,True,m,206.9,20.0,False,12.0
52.0,27.7,False,A,False,f,115.62,5.0,False,13.0
20.0,17.5,False,B,False,m,52.55,20.0,False,10.0
33.0,18.4,False,B,True,f,89.3,20.0,False,2.0
35.0,35.1,False,A,False,f,114.48,5.0,False,6.0
35.0,28.5,False,B,False,f,119.79,20.0,False,12.0
51.0,51.6,False,B,False,f,165.54,20.0,False,5.0
24.0,28.9,False,B,False,f,85.87,20.0,False,11.0
38.0,32.5,False,B,False,f,120.18,20.0,False,6.0
49.0,31.6,False,B,True,m,86.12,20.0,False,8.0
40.0,57.3,False,B,False,f,174.05,20.0,False,6.0
41.0,18.3,False,B,False,f,110.69,20.0,False,8.0
50.0,45.2,False,B,False,f,200.06,20.0,False,17.0
33.0,22.5,False,B,False,f,112.83,20.0,False,20.0
26.0,18.6,False,B,True,f,55.84,20.0,False,2.0
49.0,29.9,False,B,False,f,112.16,20.0,False,10.0
50.0,39.8,False,C,False,f,157.27,0.0,False,4.0
28.0,60.2,True,B,False,f,228.59,20.0,False,6.0
42.0,64.1,False,B,False,f,227.2,20.0,False,11.0
50.0,21.9,False,C,False,f,89.85,10.0,False,5.0
47.0,37.4,False,B,True,m,101.24,20.0,False,4.0
21.0,32.7,True,A,True,f,120.47,5.0,False,8.0
23.0,25.1,False,A,False,m,79.22,5.0,False,9.0
49.0,44.4,False,B,True,m,144.24,20.0,False,11.0
45.0,22.4,False,B,False,f,98.56,20.0,False,1.0
40.0,37.6,False,A,False,f,125.33,5.0,False,6.0
47.0,65.2,False,B,False,f,235.0,20.0,False,7.0
55.0,177.4,False,D,False,f,149.66,52.52,False,8.0
47.0,26.2,False,B,True,f,104.18,20.0,False,1.0
39.0,34.7,True,B,False,m,91.85,20.0,False,16.0
32.0,46.0,False,B,False,f,159.68,20.0,False,12.0
45.0,32.9,False,A,True,f,101.53,5.0,False,7.0
29.0,24.9,False,E,False,f,88.04,15.0,False,6.0
27.0,34.9,False,B,False,m,112.62,20.0,False,4.0
48.0,22.8,False,B,True,m,84.04,20.0,False,8.0
46.0,33.3,False,B,False,m,86.88,20.0,False,6.0
50.0,28.3,False,B,False,f,86.31,20.0,False,7.0
43.0,48.2,False,B,False,f,186.54,20.0,False,2.0
27.0,15.5,False,B,True,m,56.54,20.0,False,10.0
24.0,19.6,False,B,False,f,74.25,20.0,False,5.0
27.0,32.7,False,B,False,f,146.01,20.0,False,1.0
40.0,27.3,False,B,False,f,107.74,20.0,False,4.0
47.0,32.8,False,A,True,f,130.25,5.0,False,3.0
28.0,22.0,True,A,False,f,75.27,5.0,False,7.0
40.0,44.4,False,B,True,f,136.82,20.0,False,1.0
40.0,30.2,False,B,False,f,130.53,20.0,False,11.0
45.0,23.2,False,A,False,f,98.64,5.0,False,7.0
34.0,26.4,False,C,False,m,82.03,10.0,False,9.0
35.0,34.3,False,B,False,f,127.82,20.0,False,4.0
45.0,55.0,False,B,False,f,138.72,20.0,False,1.0
36.0,34.2,False,B,False,f,88.4,20.0,False,9.0
28.0,34.8,True,A,True,m,100.27,5.0,False,2.0
41.0,38.4,False,B,True,f,107.91,20.0,False,2.0
59.0,19.9,False,B,True,m,71.13,20.0,False,6.0
26.0,23.6,False,C,False,f,88.73,10.0,False,20.0
35.0,38.7,False,C,False,m,176.68,0.0,False,29.0
34.0,29.8,False,B,False,m,96.15,20.0,False,10.0
44.0,87.6,False,B,True,f,279.9,20.0,False,4.0
23.0,50.2,False,A,False,f,166.14,0.0,False,11.0
33.0,22.9,False,B,False,f,79.67,20.0,False,1.0
39.0,40.0,False,C,False,m,121.58,0.0,True,14.0
27.0,26.4,False,B,False,f,99.37,20.0,False,9.0
30.0,13.5,False,B,True,f,47.9,20.0,False,1.0
25.0,18.3,False,B,True,m,56.02,20.0,False,3.0
18.0,21.5,False,C,False,f,69.85,10.0,False,2.0
49.0,72.5,False,B,True,f,192.65,20.0,True,29.0
45.0,30.6,False,C,False,f,107.25,0.0,False,1.0
25.0,18.8,False,B,False,f,44.9,20.0,False,1.0
35.0,47.1,False,E,False,f,223.59,15.0,False,34.0
31.0,25.5,False,B,False,m,103.8,20.0,False,8.0
53.0,30.1,False,B,True,f,119.69,20.0,False,7.0
27.0,25.7,False,B,True,f,139.03,20.0,False,2.0
25.0,18.8,False,B,False,m,73.49,20.0,False,6.0
40.0,33.0,False,B,False,f,143.45,20.0,False,9.0
33.0,22.3,False,A,False,m,81.04,5.0,False,3.0
23.0,18.2,False,B,True,f,63.89,20.0,False,7.0
27.0,18.0,False,C,False,f,62.5,10.0,False,1.0
31.0,37.1,False,B,False,f,170.49,20.0,False,9.0
36.0,57.5,False,B,True,f,155.45,20.0,False,16.0
65.0,34.5,False,B,True,m,109.43,20.0,False,10.0
31.0,14.0,False,B,False,m,54.14,20.0,False,4.0
18.0,20.9,False,E,False,f,59.09,15.0,False,9.0
45.0,30.2,False,C,True,f,94.26,0.0,False,7.0
36.0,31.4,False,B,False,f,119.87,20.0,False,3.0
25.0,15.2,False,B,False,m,48.54,20.0,False,1.0
35.0,26.6,False,B,False,f,94.82,20.0,False,12.0
60.0,31.2,False,B,False,f,116.08,20.0,False,17.0
39.0,37.0,False,B,False,f,129.52,20.0,False,1.0
32.0,38.6,False,B,False,f,131.79,20.0,False,17.0
33.0,37.8,False,B,True,f,129.56,20.0,False,3.0
50.0,24.8,False,B,False,f,113.05,20.0,False,4.0
25.0,26.4,False,B,False,f,141.97,20.0,False,2.0
48.0,31.9,False,B,False,f,110.94,20.0,False,3.0
34.0,36.7,False,A,False,f,126.25,5.0,False,14.0
41.0,21.6,False,B,False,f,96.74,20.0,False,1.0
34.0,36.7,False,C,False,f,130.0,0.0,False,4.0
39.0,27.9,False,A,True,f,118.51,5.0,False,1.0
31.0,28.3,False,A,True,f,98.83,5.0,False,8.0
35.0,66.5,False,B,False,f,215.65,20.0,False,12.0
23.0,22.4,False,E,False,f,70.63,15.0,False,7.0
26.0,33.3,False,A,True,f,139.37,5.0,True,17.0
46.0,45.6,False,B,False,m,187.13,20.0,True,25.0
54.0,28.0,False,B,True,m,98.44,20.0,False,9.0
57.0,35.7,False,C,True,m,135.27,0.0,False,2.0
27.0,26.2,False,C,True,f,128.41,10.0,False,4.0
27.0,28.2,False,B,True,f,123.48,20.0,False,5.0
36.0,25.5,False,B,False,m,102.73,20.0,False,1.0
39.0,23.4,False,B,False,f,117.31,20.0,False,14.0
31.0,41.1,False,B,True,f,141.58,20.0,False,3.0
32.0,34.6,False,B,True,f,143.1,20.0,False,4.0
37.0,28.7,False,B,False,f,93.21,20.0,False,6.0
44.0,40.5,False,B,False,f,109.71,20.0,False,6.0
40.0,32.1,False,A,False,f,105.1,5.0,False,4.0
35.0,39.0,False,C,False,f,131.78,0.0,False,23.0
34.0,28.1,True,B,True,f,109.9,20.0,False,5.0
34.0,30.3,True,B,True,m,101.71,20.0,False,1.0
42.0,35.6,False,A,False,f,138.6,5.0,False,21.0
38.0,33.3,False,B,False,m,146.08,20.0,True,28.0
49.0,40.7,False,C,False,f,115.91,0.0,False,8.0
45.0,41.4,False,C,False,m,162.42,0.0,False,3.0
53.0,21.8,False,B,False,m,82.02,20.0,False,1.0
38.0,29.1,False,B,False,f,111.58,20.0,False,2.0
45.0,26.0,False,C,False,f,102.93,10.0,False,10.0
61.0,26.0,False,B,False,f,114.53,20.0,False,8.0
28.0,24.4,False,E,False,f,75.91,15.0,False,3.0
31.0,26.8,False,B,False,f,93.54,20.0,False,8.0
37.0,21.3,False,B,False,f,77.61,20.0,False,1.0
33.0,56.2,False,B,False,m,179.07,20.0,False,11.0
65.0,38.4,False,B,True,f,141.89,20.0,False,4.0
22.0,24.9,False,A,False,f,95.71,5.0,False,6.0
44.0,35.5,False,E,False,f,151.73,15.0,False,27.0
39.0,27.5,False,B,True,f,162.92,20.0,False,5.0
68.0,38.9,True,B,True,f,133.96,20.0,False,19.0
33.0,32.2,False,B,True,m,103.08,20.0,False,14.0
43.0,60.5,False,E,False,f,207.59,0.0,False,3.0
31.0,28.9,False,B,False,f,101.64,20.0,False,10.0
31.0,42.4,True,B,False,f,145.94,20.0,False,21.0
34.0,29.0,False,A,False,f,101.35,5.0,False,6.0
26.0,32.4,False,B,True,f,111.32,20.0,False,29.0
30.0,20.5,False,B,False,f,96.62,20.0,False,18.0
44.0,29.6,False,E,False,f,91.8,15.0,False,14.0
37.0,27.3,False,B,False,m,97.43,20.0,False,14.0
25.0,21.7,False,B,False,f,64.48,20.0,False,4.0
47.0,22.5,False,B,True,f,133.94,20.0,False,14.0
62.0,38.9,False,B,False,f,122.4,20.0,False,4.0
24.0,34.5,False,A,False,f,115.88,5.0,False,4.0
46.0,25.2,False,B,False,m,101.79,20.0,False,5.0
23.0,25.4,False,B,False,f,112.68,20.0,False,2.0
43.0,25.9,False,B,False,m,125.64,20.0,False,3.0
18.0,21.4,False,E,False,f,59.6,15.0,False,11.0
28.0,22.0,False,B,False,m,76.42,20.0,False,3.0
31.0,22.8,False,B,False,m,74.53,20.0,False,3.0
26.0,37.0,False,B,False,f,115.34,20.0,False,14.0
50.0,22.6,False,B,True,m,98.9,20.0,False,7.0
31.0,20.9,True,B,False,m,79.26,20.0,False,7.0
72.0,23.4,False,B,False,f,82.58,20.0,False,6.0
39.0,33.3,False,B,False,f,112.98,20.0,False,7.0
42.0,21.1,False,B,True,m,75.94,20.0,False,6.0
42.0,21.9,False,B,False,f,83.41,20.0,False,2.0
35.0,28.6,False,B,True,f,104.98,20.0,False,8.0
40.0,38.4,False,B,True,f,168.66,20.0,False,1.0
59.0,34.4,False,B,False,f,112.1,20.0,False,6.0
36.0,29.9,True,B,True,f,125.16,20.0,False,9.0
49.0,36.5,False,B,False,f,165.1,20.0,False,4.0
33.0,22.2,False,A,False,f,113.89,5.0,False,18.0
36.0,25.0,True,B,False,m,103.32,20.0,False,2.0
26.0,22.2,False,A,True,f,71.49,5.0,False,11.0
32.0,30.4,False,C,False,f,93.44,0.0,False,7.0
18.0,17.4,False,C,False,m,62.07,10.0,False,16.0
43.0,31.0,False,B,False,m,92.49,20.0,False,7.0
38.0,41.4,False,B,False,f,164.95,20.0,False,8.0
35.0,21.1,False,B,True,f,84.35,20.0,False,1.0
35.0,53.5,False,C,True,m,172.17,0.0,True,20.0
26.0,20.4,False,B,True,f,65.65,20.0,False,2.0
22.0,18.0,False,A,False,f,72.88,5.0,False,20.0
24.0,26.2,False,B,False,f,102.92,20.0,False,12.0
32.0,38.3,True,A,True,f,136.32,5.0,True,27.0
39.0,25.6,False,B,False,m,90.66,20.0,False,19.0
22.0,46.1,False,C,True,f,131.8,0.0,False,9.0
41.0,37.4,False,C,False,f,101.36,0.0,False,3.0
18.0,18.9,False,B,False,m,83.34,20.0,False,10.0
30.0,25.0,True,B,True,f,113.03,20.0,False,1.0
48.0,32.8,False,B,False,f,100.43,20.0,False,4.0
41.0,30.8,False,B,True,m,91.56,20.0,False,1.0
21.0,43.9,False,B,False,f,144.36,20.0,False,7.0
41.0,44.2,False,B,False,f,145.8,20.0,False,18.0
36.0,28.7,True,C,False,f,111.32,10.0,False,5.0
36.0,28.3,False,B,False,f,95.7,20.0,False,11.0
39.0,29.2,False,E,False,f,108.93,15.0,False,10.0
29.0,32.9,False,A,False,f,112.16,5.0,False,1.0
49.0,35.5,False,B,False,f,108.64,20.0,False,9.0
27.0,25.6,False,B,False,m,102.93,20.0,False,2.0
45.0,28.0,False,B,False,f,116.41,20.0,False,18.0
33.0,41.5,False,E,False,f,157.74,15.0,False,3.0
37.0,33.8,False,B,False,f,137.7,20.0,False,30.0
45.0,36.2,False,A,True,f,152.4,5.0,False,3.0
37.0,24.4,False,B,False,f,106.78,20.0,False,2.0
26.0,28.1,False,B,True,m,104.19,20.0,False,6.0
33.0,22.8,False,A,False,m,74.37,5.0,False,1.0
25.0,24.4,False,A,False,f,85.84,5.0,False,1.0
51.0,23.5,False,B,False,f,148.94,20.0,False,14.0
26.0,19.8,False,B,False,m,71.68,20.0,False,3.0
44.0,48.3,False,B,False,f,145.45,20.0,False,7.0
32.0,22.7,False,B,False,f,74.66,20.0,False,5.0
42.0,26.6,False,B,False,f,111.51,20.0,False,6.0
33.0,37.7,False,C,False,f,119.84,0.0,False,9.0
34.0,37.3,False,E,False,f,146.73,15.0,False,17.0
35.0,30.4,False,B,False,m,114.48,20.0,False,12.0
29.0,23.5,False,C,False,m,79.12,10.0,False,1.0
42.0,51.4,False,B,False,f,199.87,20.0,False,12.0
37.0,47.3,False,B,True,f,137.88,20.0,False,1.0
29.0,23.1,False,B,False,m,88.26,20.0,False,11.0
39.0,26.2,False,B,True,f,127.59,20.0,False,14.0
43.0,18.9,False,E,True,f,132.8,15.0,False,1.0
34.0,19.2,False,C,False,f,67.02,10.0,False,3.0
50.0,47.6,False,A,False,f,149.76,5.0,False,5.0
36.0,27.5,False,B,False,f,88.62,20.0,False,13.0
50.0,48.3,False,B,False,m,193.66,20.0,True,17.0
35.0,23.9,False,C,False,f,96.31,10.0,False,3.0
37.0,28.0,False,B,True,f,131.2,20.0,False,3.0
31.0,26.2,True,C,True,f,121.65,10.0,False,9.0
41.0,32.5,False,B,False,f,108.04,20.0,False,2.0
46.0,40.6,False,B,False,f,135.51,20.0,False,1.0
40.0,23.7,False,A,True,m,78.09,5.0,False,2.0
22.0,32.2,False,A,False,m,92.73,5.0,False,26.0
37.0,28.5,False,E,False,f,94.23,15.0,False,3.0
18.0,9.1,False,B,False,m,25.43,20.0,False,4.0
50.0,43.6,False,A,False,f,173.03,5.0,False,21.0
36.0,32.6,False,B,False,f,123.69,20.0,False,8.0
31.0,27.2,False,C,False,m,102.45,10.0,False,16.0
31.0,29.7,False,B,False,f,81.3,20.0,False,8.0
44.0,36.1,False,A,False,f,114.86,5.0,False,6.0
48.0,22.1,False,A,False,f,130.02,5.0,False,8.0
42.0,40.0,False,E,False,f,128.24,15.0,False,4.0
33.0,42.5,False,A,False,m,147.58,5.0,False,19.0
45.0,58.3,False,B,False,m,264.21,20.0,True,26.0
31.0,22.9,False,B,False,f,88.59,20.0,False,1.0
30.0,22.3,False,B,False,f,74.68,20.0,False,5.0
31.0,30.9,False,B,False,f,114.03,20.0,True,13.0
44.0,31.0,False,B,True,m,106.78,20.0,False,5.0
38.0,31.4,False,B,False,m,105.23,20.0,False,2.0
28.0,23.7,False,B,True,f,87.51,20.0,False,3.0
40.0,27.3,False,E,False,f,101.98,15.0,False,4.0
22.0,19.7,False,B,False,f,51.76,20.0,False,1.0
34.0,22.4,False,E,True,f,99.55,15.0,False,2.0
47.0,32.7,True,B,False,m,95.32,20.0,False,4.0
49.0,44.4,False,A,True,f,144.07,5.0,False,8.0
27.0,19.3,False,B,False,f,70.82,20.0,False,5.0
53.0,50.5,False,B,False,f,122.64,20.0,False,3.0
28.0,27.4,False,C,False,f,84.93,10.0,False,2.0
26.0,19.5,False,E,True,m,91.83,15.0,False,5.0
23.0,27.1,True,B,False,f,90.18,20.0,False,8.0
45.0,63.6,False,B,False,f,191.62,20.0,False,5.0
25.0,29.4,False,A,False,f,101.76,5.0,False,2.0
54.0,38.6,False,B,False,f,127.61,20.0,False,15.0
43.0,26.1,False,B,False,f,91.31,20.0,False,9.0
34.0,33.2,False,B,False,f,110.54,20.0,False,14.0
42.0,55.1,False,B,True,f,149.79,20.0,False,9.0
45.0,29.2,False,B,True,m,98.74,20.0,False,4.0
42.0,23.2,False,B,False,m,115.92,20.0,False,3.0
44.0,53.6,False,B,False,m,148.57,20.0,False,1.0
32.0,32.2,False,B,False,m,108.5,20.0,True,15.0
40.0,31.7,False,B,True,f,171.25,20.0,False,4.0
24.0,31.0,False,C,True,f,97.69,0.0,False,6.0
20.0,23.8,False,B,True,f,107.27,20.0,False,8.0
25.0,32.2,False,B,False,f,85.06,20.0,False,8.0
46.0,26.5,False,B,True,f,94.19,20.0,False,3.0
32.0,30.8,True,B,True,f,106.49,20.0,False,4.0
39.0,19.6,False,A,False,m,97.23,5.0,False,3.0
30.0,27.3,False,A,True,f,89.01,5.0,False,2.0
59.0,28.3,False,B,True,f,120.46,20.0,False,1.0
39.0,19.3,False,A,True,f,93.49,5.0,False,5.0
20.0,31.6,False,B,True,f,109.58,20.0,False,2.0
27.0,35.8,False,B,False,f,119.47,20.0,False,2.0
25.0,22.5,False,B,False,f,89.55,20.0,False,10.0
41.0,28.1,False,B,True,f,123.83,20.0,False,6.0
48.0,29.3,False,B,False,f,112.81,20.0,False,11.0
29.0,46.0,False,C,True,f,113.96,0.0,False,1.0
28.0,24.1,True,B,True,m,74.13,20.0,False,5.0
42.0,23.0,False,C,False,f,132.57,10.0,False,6.0
39.0,38.3,False,B,False,f,117.3,20.0,False,16.0
43.0,33.9,False,B,True,f,110.06,20.0,False,4.0
31.0,33.0,False,B,True,f,107.66,20.0,False,21.0
36.0,51.1,False,B,False,f,143.45,20.0,False,8.0
35.0,27.2,False,A,False,f,78.14,5.0,False,11.0
30.0,21.0,False,B,False,f,80.2,20.0,False,8.0
34.0,26.1,False,B,False,f,88.28,20.0,False,7.0
41.0,28.6,False,A,True,f,128.27,5.0,False,7.0
28.0,52.7,False,A,False,f,186.9,0.0,False,38.0
45.0,29.7,False,B,False,f,149.07,20.0,False,23.0
37.0,59.8,False,B,True,m,173.31,20.0,False,21.0
31.0,21.7,False,B,False,f,90.28,20.0,False,1.0
34.0,23.8,False,B,True,f,93.78,20.0,False,13.0
52.0,28.6,False,B,False,f,125.83,20.0,False,6.0
45.0,46.2,False,B,False,f,130.16,20.0,False,3.0
55.0,40.3,True,B,False,f,166.26,20.0,False,22.0
31.0,14.2,False,B,False,m,45.3,20.0,False,8.0
38.0,44.1,False,B,False,f,112.0,20.0,False,7.0
42.0,26.8,False,B,False,m,77.01,20.0,False,3.0
18.0,29.3,False,C,False,m,91.12,10.0,False,16.0
27.0,17.4,False,B,False,m,79.55,20.0,False,10.0
54.0,23.7,False,B,True,f,113.6,20.0,False,8.0
53.0,42.2,False,B,False,f,149.88,20.0,False,1.0
32.0,23.3,False,B,False,f,78.54,20.0,False,4.0
49.0,26.3,False,B,False,f,123.3,20.0,False,19.0
38.0,28.8,False,E,False,f,102.78,15.0,False,21.0
35.0,29.0,True,B,True,m,129.2,20.0,False,7.0
39.0,31.4,False,B,False,f,116.1,20.0,False,4.0
18.0,19.8,False,A,False,f,59.95,5.0,False,6.0
40.0,28.2,False,C,False,f,122.33,10.0,False,6.0
20.0,17.9,True,E,False,f,57.36,15.0,False,4.0
31.0,26.0,False,E,False,m,126.21,15.0,False,3.0
38.0,25.7,False,B,True,m,105.99,20.0,False,5.0
28.0,18.1,False,A,True,f,66.27,5.0,False,7.0
62.0,37.1,False,B,False,f,172.9,20.0,False,1.0
42.0,31.5,False,B,False,f,104.75,20.0,False,8.0
40.0,28.2,False,B,False,m,89.85,20.0,False,6.0
40.0,54.6,False,B,False,f,156.38,20.0,False,4.0
48.0,20.5,True,B,True,f,129.42,20.0,False,15.0
29.0,22.1,False,B,False,f,82.56,20.0,False,7.0
41.0,34.5,True,C,False,f,124.03,0.0,False,10.0
39.0,32.5,True,A,True,f,149.73,5.0,False,3.0
35.0,36.8,False,B,False,f,109.08,20.0,False,5.0
40.0,24.5,False,B,False,f,119.3,20.0,False,4.0
41.0,35.8,False,B,True,m,119.55,20.0,False,3.0
29.0,26.6,False,B,False,m,99.34,20.0,False,9.0
41.0,32.8,False,B,False,f,90.99,20.0,False,4.0
55.0,27.6,False,B,False,f,115.18,20.0,False,1.0
38.0,33.3,False,B,False,f,121.52,20.0,False,7.0
38.0,61.1,False,B,True,m,177.15,20.0,False,2.0
31.0,21.8,False,A,False,f,113.03,5.0,False,7.0
35.0,24.6,False,B,False,f,119.74,20.0,False,21.0
30.0,26.9,False,B,False,m,84.52,20.0,False,2.0
41.0,20.7,False,B,True,f,121.23,20.0,False,9.0
38.0,24.1,False,B,False,f,102.11,20.0,False,8.0
23.0,32.2,False,B,True,m,135.13,20.0,False,10.0
36.0,36.0,False,E,False,f,130.58,15.0,False,17.0
24.0,23.8,False,A,False,f,88.56,5.0,False,5.0
47.0,31.9,False,B,True,f,125.9,20.0,False,5.0
32.0,31.9,False,B,False,f,132.42,20.0,False,11.0
26.0,25.5,False,C,False,f,68.27,10.0,False,11.0
42.0,23.7,False,B,False,f,117.92,20.0,False,2.0
34.0,24.1,True,E,True,f,86.79,15.0,False,7.0
43.0,35.1,False,E,False,f,142.45,15.0,False,4.0
35.0,40.5,False,B,False,f,137.47,20.0,False,1.0
31.0,17.0,False,B,False,f,110.88,20.0,False,4.0
52.0,34.1,False,A,True,m,119.22,5.0,False,8.0
25.0,41.6,False,A,False,f,133.44,5.0,False,5.0
28.0,17.5,False,B,False,f,63.95,20.0,False,5.0
50.0,56.5,False,B,True,f,212.55,20.0,False,16.0
22.0,18.8,False,E,True,m,57.36,15.0,False,1.0
51.0,29.2,False,B,False,f,146.25,20.0,False,2.0
45.0,35.5,False,B,False,m,116.62,20.0,False,7.0
37.0,23.8,False,A,False,m,81.89,5.0,False,10.0
29.0,38.1,False,E,False,f,125.09,15.0,False,12.0
19.0,37.2,False,B,True,m,162.92,20.0,False,24.0
44.0,22.9,False,A,False,f,87.01,5.0,False,7.0
48.0,16.9,False,B,False,m,128.21,20.0,False,19.0
72.0,37.4,False,E,False,m,104.31,15.0,False,7.0
41.0,27.4,False,B,True,f,91.59,20.0,False,5.0
35.0,25.6,False,E,True,f,74.11,15.0,False,2.0
51.0,46.6,False,A,False,f,152.16,5.0,False,4.0
26.0,38.2,False,B,False,f,116.77,20.0,False,2.0
38.0,21.5,False,B,False,f,114.4,20.0,False,1.0
27.0,22.3,False,B,False,m,81.58,20.0,False,22.0
48.0,33.0,False,E,False,f,126.14,15.0,False,2.0
45.0,18.2,False,A,True,f,117.37,5.0,False,7.0
36.0,26.5,False,A,False,m,103.5,5.0,False,10.0
36.0,25.9,False,B,True,f,89.6,20.0,False,2.0
25.0,22.2,False,E,False,f,84.37,15.0,False,6.0
32.0,21.7,False,B,False,m,67.03,20.0,False,1.0
30.0,23.4,False,B,False,f,98.88,20.0,False,2.0
49.0,34.0,False,B,False,f,126.68,20.0,False,11.0
48.0,39.3,False,B,False,f,143.94,20.0,False,8.0
49.0,28.0,False,C,False,f,117.92,10.0,False,8.0
33.0,46.0,False,B,False,f,161.81,20.0,False,17.0
46.0,21.8,False,B,False,m,102.75,20.0,False,1.0
22.0,15.7,False,B,False,f,45.6,20.0,False,8.0
46.0,48.1,False,E,False,f,202.07,15.0,False,3.0
25.0,26.0,False,B,False,m,70.36,20.0,False,9.0
57.0,33.8,False,C,False,f,136.72,0.0,False,2.0
38.0,22.4,False,B,False,f,84.35,20.0,False,3.0
41.0,43.8,False,B,False,f,120.8,20.0,False,2.0
42.0,38.4,False,B,True,m,117.04,20.0,False,1.0
27.0,24.4,False,B,False,f,82.96,20.0,False,2.0
32.0,25.2,False,B,False,m,70.76,20.0,False,7.0
32.0,37.1,False,B,False,f,110.16,20.0,False,9.0
