age,region,gender,monthly_spend,subscriber,tenure
40.0,B,f,103.29,False,4.0
31.0,B,f,95.81,False,16.0
41.0,B,f,211.38,False,31.0
36.0,D,f,111.38,False,4.0
22.0,B,f,148.95,False,9.0
37.0,B,f,154.69,False,9.0
49.0,B,f,171.44,False,11.0
35.0,B,f,106.94,False,3.0
40.0,B,f,76.69,False,6.0
24.0,B,m,63.63,False,1.0
59.0,A,m,105.42,False,5.0
31.0,B,m,124.38,False,10.0
30.0,B,m,115.81,False,12.0
26.0,B,f,208.15,False,1.0
38.0,E,m,94.68,False,4.0
33.0,A,f,65.44,False,1.0
39.0,A,f,127.27,False,6.0
33.0,B,m,165.73,False,8.0
52.0,B,f,203.5,False,6.0
27.0,E,f,62.9,False,6.0
39.0,B,f,114.92,False,1.0
26.0,B,f,63.54,False,7.0
35.0,E,f,73.14,False,8.0
56.0,B,m,116.77,False,4.0
25.0,B,f,96.74,True,16.0
21.0,D,f,66.79,False,1.0
47.0,B,m,141.44,False,21.0
36.0,E,f,84.15,False,5.0
58.0,C,f,217.93,False,9.0
30.0,B,f,58.17,False,3.0
28.0,E,f,128.97,False,5.0
22.0,A,f,59.47,False,1.0
27.0,B,f,119.64,False,7.0
56.0,A,f,159.85,False,10.0
36.0,B,m,87.84,False,2.0
38.0,B,f,98.32,False,1.0
39.0,B,f,124.29,False,8.0
49.0,B,f,109.13,False,6.0
31.0,E,m,139.98,False,19.0
28.0,B,f,237.9,False,3.0
31.0,B,f,115.21,False,7.0
28.0,E,m,65.53,False,10.0
44.0,B,f,110.63,False,3.0
50.0,A,m,67.1,False,1.0
52.0,B,f,107.36,False,12.0
43.0,D,f,132.62,False,3.0
48.0,E,m,98.14,False,7.0
23.0,B,f,74.75,False,4.0
36.0,E,f,249.18,False,41.0
47.0,B,m,179.3,False,4.0
28.0,B,f,55.9,False,2.0
39.0,B,f,91.73,False,9.0
28.0,B,f,171.32,False,29.0
39.0,B,m,95.8,False,3.0
34.0,B,f,155.29,False,8.0
27.0,C,m,66.37,False,7.0
51.0,E,f,113.62,False,12.0
35.0,B,f,181.72,False,13.0
39.0,B,f,89.05,False,3.0
54.0,B,f,80.23,False,5.0
55.0,B,f,196.84,False,18.0
36.0,B,f,123.55,True,15.0
31.0,B,m,86.92,False,11.0
36.0,C,m,135.36,False,10.0
33.0,B,f,118.24,False,9.0
30.0,B,f,99.49,False,4.0
87.0,B,f,92.51,False,5.0
48.0,B,m,113.52,False,6.0
20.0,B,f,46.89,False,6.0
38.0,B,f,155.34,False,11.0
21.0,B,m,68.94,False,10.0
25.0,A,f,80.87,False,8.0
39.0,B,f,84.15,False,5.0
18.0,B,f,73.98,False,3.0
40.0,A,m,77.15,False,5.0
32.0,C,f,104.05,False,6.0
70.0,B,m,162.85,False,19.0
54.0,B,f,120.97,False,3.0
33.0,B,m,71.68,False,5.0
49.0,B,f,111.08,False,3.0
49.0,B,f,117.12,False,4.0
34.0,E,f,103.68,False,3.0
29.0,E,f,90.88,False,10.0
34.0,B,m,107.66,False,13.0
37.0,C,f,75.45,False,1.0
37.0,A,f,117.83,False,10.0
34.0,B,f,85.76,False,5.0
32.0,A,f,268.08,False,1.0
41.0,D,f,91.75,False,12.0
45.0,B,f,171.51,False,5.0
20.0,B,f,109.21,False,4.0
31.0,C,f,81.11,False,10.0
41.0,C,m,133.59,False,11.0
43.0,E,f,104.49,False,6.0
34.0,B,f,91.43,False,2.0
40.0,B,m,171.05,True,30.0
38.0,B,f,145.25,False,7.0
44.0,B,f,158.71,False,2.0
43.0,C,f,120.8,False,15.0
48.0,B,f,192.83,True,29.0
58.0,B,f,108.36,False,5.0
38.0,A,f,97.53,False,4.0
28.0,B,f,106.55,False,7.0
43.0,B,m,104.84,False,11.0
27.0,B,f,131.42,False,4.0
32.0,B,m,75.43,False,1.0
53.0,B,m,100.84,False,6.0
42.0,B,f,120.5,False,4.0
28.0,B,f,122.39,False,8.0
34.0,B,f,113.1,False,1.0
34.0,A,m,79.87,False,4.0
26.0,B,m,80.02,False,9.0
33.0,B,f,101.61,False,4.0
35.0,B,m,93.48,False,19.0
34.0,B,m,98.05,False,1.0
48.0,C,f,110.53,False,3.0
25.0,B,f,62.6,False,4.0
69.0,C,f,78.5,False,5.0
24.0,C,f,52.05,False,10.0
26.0,B,m,108.69,False,6.0
53.0,B,f,99.62,False,4.0
18.0,B,f,64.64,False,4.0
27.0,A,m,164.1,False,12.0
18.0,B,f,143.52,False,6.0
18.0,A,f,54.08,False,3.0
26.0,B,m,78.06,False,8.0
45.0,C,f,128.47,False,1.0
45.0,B,m,109.54,False,9.0
34.0,B,f,118.04,False,4.0
21.0,B,m,52.26,False,3.0
21.0,A,m,113.21,True,19.0
54.0,B,f,115.47,False,4.0
31.0,C,f,84.83,False,2.0
32.0,B,f,78.0,False,3.0
27.0,B,f,232.91,False,38.0
39.0,B,f,108.61,False,1.0
19.0,B,m,54.69,False,4.0
38.0,B,m,81.37,False,4.0
32.0,B,m,121.38,False,2.0
48.0,B,m,198.18,False,11.0
25.0,B,f,76.44,False,7.0
23.0,B,f,120.28,False,8.0
39.0,B,f,56.59,False,5.0
33.0,C,m,98.33,False,2.0
30.0,A,m,45.77,False,7.0
38.0,B,f,148.65,False,5.0
35.0,A,m,89.52,False,17.0
33.0,B,m,111.57,False,14.0
39.0,C,m,250.33,True,23.0
18.0,D,m,57.02,False,9.0
64.0,B,m,101.66,False,12.0
32.0,E,f,113.05,False,8.0
42.0,B,f,108.4,False,13.0
46.0,B,m,111.95,False,1.0
43.0,B,m,103.42,False,15.0
50.0,B,f,140.02,True,17.0
41.0,B,m,117.4,False,2.0
49.0,B,f,230.59,False,25.0
52.0,A,f,136.55,False,2.0
44.0,B,m,112.21,False,11.0
30.0,B,f,67.39,False,10.0
26.0,A,f,79.28,False,5.0
43.0,B,f,145.89,False,8.0
53.0,B,f,158.36,False,5.0
29.0,A,f,125.92,False,21.0
23.0,B,f,87.76,False,12.0
21.0,B,f,167.01,False,33.0
33.0,B,m,86.83,False,2.0
34.0,B,f,149.62,False,3.0
34.0,B,f,91.38,False,2.0
33.0,B,f,102.81,False,5.0
38.0,D,f,96.86,False,9.0
36.0,B,f,92.8,False,3.0
44.0,B,f,108.24,False,1.0
30.0,B,f,103.35,False,6.0
27.0,B,f,73.48,False,14.0
32.0,B,f,79.71,False,3.0
32.0,C,f,167.66,False,10.0
34.0,B,f,119.45,False,3.0
44.0,B,f,172.51,False,24.0
56.0,B,f,176.21,False,16.0
28.0,B,f,271.77,False,29.0
42.0,B,f,125.06,False,1.0
28.0,A,m,87.58,False,3.0
42.0,B,f,135.27,False,3.0
40.0,B,f,90.28,False,3.0
30.0,B,f,111.17,False,9.0
43.0,B,f,102.93,False,6.0
40.0,A,f,172.22,True,23.0
52.0,E,m,106.88,False,12.0
31.0,B,f,89.49,False,6.0
18.0,B,f,44.48,False,5.0
54.0,B,f,80.01,False,4.0
43.0,B,f,84.8,False,4.0
18.0,B,f,43.7,False,2.0
46.0,B,f,126.53,False,4.0
29.0,B,f,120.38,True,22.0
43.0,B,f,122.21,False,11.0
27.0,B,m,80.55,False,10.0
43.0,B,f,108.85,False,10.0
41.0,B,f,77.52,False,5.0
46.0,B,m,214.03,False,22.0
32.0,B,f,136.24,False,25.0
27.0,C,m,71.75,False,7.0
21.0,A,f,80.36,False,3.0
33.0,B,m,236.38,False,5.0
21.0,B,f,73.34,False,3.0
54.0,B,f,223.85,False,26.0
29.0,B,f,138.55,False,5.0
48.0,E,m,108.27,False,6.0
32.0,E,f,104.64,False,3.0
58.0,B,m,111.51,False,1.0
36.0,A,f,105.29,False,2.0
28.0,B,m,82.66,False,5.0
34.0,A,f,118.71,False,2.0
43.0,B,f,98.94,False,2.0
47.0,A,f,147.33,False,12.0
19.0,C,f,69.14,False,2.0
32.0,B,f,124.53,True,13.0
34.0,B,f,77.0,False,5.0
38.0,B,f,85.05,False,8.0
31.0,B,m,100.24,False,11.0
49.0,B,f,145.74,False,7.0
22.0,C,f,69.5,False,5.0
39.0,B,f,127.25,False,2.0
58.0,B,f,107.43,False,5.0
28.0,B,f,84.98,False,3.0
43.0,B,m,82.29,False,5.0
25.0,B,f,70.36,False,6.0
54.0,B,f,112.59,False,5.0
21.0,B,f,93.8,False,3.0
46.0,B,f,105.78,False,1.0
34.0,A,f,96.78,False,5.0
46.0,B,f,111.26,False,4.0
56.0,A,m,143.84,False,8.0
38.0,B,f,184.61,False,19.0
49.0,B,m,108.22,False,6.0
30.0,B,f,126.4,False,2.0
38.0,D,f,92.46,False,1.0
38.0,B,m,101.63,False,3.0
28.0,B,m,125.97,False,6.0
43.0,B,f,108.27,False,9.0
43.0,B,f,127.93,False,3.0
34.0,E,f,95.72,False,8.0
58.0,B,f,133.22,False,11.0
45.0,B,m,102.21,False,2.0
37.0,B,f,123.9,False,5.0
53.0,B,m,94.83,False,1.0
40.0,B,m,92.83,False,4.0
40.0,B,f,251.2,False,3.0
26.0,B,m,136.9,False,9.0
31.0,B,f,117.68,False,7.0
31.0,E,f,86.73,False,2.0
26.0,B,m,91.15,False,11.0
40.0,B,m,110.52,False,14.0
49.0,B,f,89.01,False,10.0
23.0,B,f,73.86,False,1.0
31.0,E,f,101.21,False,4.0
27.0,D,f,119.68,False,5.0
39.0,A,f,94.71,False,7.0
56.0,C,f,174.84,True,22.0
47.0,B,f,145.21,False,5.0
26.0,C,f,71.54,False,10.0
27.0,B,f,78.91,False,2.0
37.0,B,f,191.82,False,3.0
36.0,E,f,99.11,False,2.0
26.0,A,f,168.71,False,12.0
23.0,B,m,84.03,False,24.0
37.0,E,f,103.87,False,2.0
33.0,E,f,129.36,False,5.0
24.0,E,f,93.68,False,2.0
29.0,B,f,117.92,True,17.0
21.0,B,m,135.49,False,2.0
46.0,B,m,170.83,True,26.0
25.0,B,m,53.36,False,8.0
37.0,C,f,103.11,True,16.0
27.0,B,f,61.71,False,1.0
18.0,B,f,130.4,False,9.0
34.0,B,m,83.41,False,1.0
45.0,B,f,143.55,False,18.0
36.0,B,f,86.8,False,7.0
35.0,B,f,95.23,False,9.0
25.0,E,f,82.32,False,1.0
35.0,B,f,108.39,False,9.0
29.0,D,f,85.76,False,2.0
40.0,B,m,107.41,False,11.0
42.0,B,f,113.08,False,10.0
29.0,B,f,86.47,False,7.0
35.0,B,m,89.22,False,1.0
47.0,A,m,176.04,False,1.0
46.0,B,m,113.89,False,4.0
23.0,C,m,94.22,False,11.0
47.0,B,f,109.28,False,2.0
29.0,B,f,136.92,False,8.0
43.0,E,m,93.21,False,11.0
53.0,B,f,219.71,False,3.0
34.0,E,f,93.04,False,4.0
38.0,E,f,188.53,False,2.0
27.0,B,f,91.57,False,7.0
29.0,B,f,107.0,False,8.0
50.0,B,f,139.09,False,6.0
29.0,B,f,94.65,False,5.0
49.0,B,m,125.32,False,5.0
39.0,B,f,92.09,False,5.0
22.0,B,f,68.88,False,1.0
43.0,B,f,165.58,True,23.0
41.0,E,f,144.06,False,8.0
36.0,B,m,108.8,False,9.0
41.0,B,f,98.4,False,4.0
24.0,E,m,107.97,False,10.0
31.0,D,f,85.46,False,6.0
46.0,B,f,134.03,False,5.0
49.0,B,f,132.2,False,1.0
24.0,B,m,160.62,False,3.0
36.0,B,f,121.89,False,10.0
49.0,B,f,146.36,False,5.0
45.0,B,m,152.91,False,4.0
31.0,A,m,90.06,False,8.0
32.0,B,m,129.09,False,22.0
50.0,C,f,108.19,False,6.0
31.0,D,f,118.81,False,11.0
24.0,B,f,108.6,False,5.0
37.0,D,f,144.41,False,1.0
39.0,B,f,156.99,False,6.0
40.0,B,f,145.37,True,18.0
38.0,B,m,122.71,False,9.0
43.0,B,m,159.17,False,28.0
39.0,B,f,135.06,False,6.0
58.0,A,m,112.95,False,2.0
18.0,B,f,68.66,False,11.0
57.0,B,f,151.22,False,17.0
38.0,B,f,116.76,False,14.0
27.0,E,m,73.41,False,15.0
33.0,A,m,123.8,False,7.0
44.0,B,m,100.31,False,6.0
34.0,E,m,91.26,False,6.0
38.0,E,f,146.92,False,11.0
40.0,B,f,110.19,False,17.0
39.0,C,f,115.49,False,21.0
45.0,B,f,91.89,False,3.0
23.0,B,f,84.49,False,1.0
36.0,B,f,89.93,False,3.0
44.0,B,m,101.06,False,5.0
32.0,B,f,69.65,False,10.0
28.0,C,f,158.47,False,10.0
34.0,A,m,94.26,False,4.0
44.0,C,f,196.14,False,22.0
20.0,B,f,51.67,False,4.0
29.0,B,f,77.41,False,12.0
36.0,B,m,181.57,False,2.0
28.0,C,m,64.85,False,10.0
28.0,A,f,72.64,False,2.0
37.0,B,f,132.54,False,3.0
39.0,C,f,109.55,False,5.0
38.0,B,f,110.65,False,7.0
27.0,B,f,127.79,True,23.0
35.0,E,f,101.28,False,17.0
35.0,B,f,101.24,False,10.0
42.0,C,f,174.73,False,5.0
37.0,B,m,126.64,False,9.0
54.0,B,m,174.1,False,8.0
43.0,E,f,91.63,False,5.0
35.0,B,f,72.38,False,2.0
59.0,B,m,109.88,False,9.0
24.0,B,f,217.58,False,1.0
31.0,B,f,189.01,False,2.0
39.0,B,f,68.67,False,2.0
43.0,C,f,93.93,False,5.0
39.0,B,f,90.72,False,9.0
19.0,B,m,40.4,False,6.0
33.0,B,f,98.81,False,6.0
51.0,B,m,124.71,False,4.0
24.0,B,f,117.49,False,7.0
33.0,B,m,86.93,False,4.0
47.0,B,f,131.88,False,17.0
18.0,B,f,63.67,True,14.0
63.0,B,f,114.87,False,9.0
41.0,B,f,92.94,False,2.0
46.0,B,f,123.47,False,4.0
41.0,B,f,167.94,True,19.0
31.0,B,f,123.98,False,1.0
25.0,B,f,76.71,False,2.0
37.0,E,f,149.72,False,31.0
23.0,B,m,62.25,False,2.0
52.0,B,f,99.5,False,2.0
40.0,B,m,202.99,True,16.0
34.0,B,f,102.36,False,9.0
37.0,C,f,80.62,False,2.0
39.0,A,m,171.77,False,2.0
50.0,B,f,125.68,False,3.0
80.0,B,m,83.77,False,9.0
45.0,D,f,127.95,False,9.0
19.0,A,f,43.4,False,9.0
44.0,B,m,120.85,False,7.0
23.0,B,f,56.87,False,1.0
29.0,B,f,79.66,False,12.0
56.0,A,m,111.59,False,6.0
36.0,A,m,146.89,False,1.0
56.0,D,f,137.9,False,4.0
44.0,C,f,141.15,True,14.0
23.0,C,f,116.18,True,25.0
28.0,B,m,82.32,False,4.0
46.0,B,f,157.59,True,15.0
37.0,B,f,62.65,False,8.0
43.0,A,f,169.8,False,11.0
22.0,B,m,135.94,False,29.0
42.0,B,f,102.02,False,2.0
37.0,A,f,82.75,False,5.0
40.0,B,m,113.55,False,12.0
34.0,A,m,60.95,False,5.0
49.0,B,f,153.35,False,10.0
37.0,B,m,73.06,False,3.0
22.0,C,f,60.23,False,12.0
42.0,E,f,106.36,False,3.0
39.0,B,m,84.83,False,1.0
29.0,C,m,139.67,False,2.0
49.0,B,f,86.86,False,1.0
30.0,B,f,65.17,False,2.0
39.0,B,f,113.3,False,12.0
41.0,B,f,124.68,True,15.0
35.0,A,f,174.85,False,11.0
56.0,D,f,86.56,False,1.0
45.0,B,f,163.35,False,4.0
30.0,A,f,61.67,False,5.0
36.0,E,f,71.68,False,8.0
48.0,B,f,233.11,False,4.0
40.0,E,f,190.98,False,14.0
23.0,A,m,139.05,False,3.0
42.0,C,m,123.82,False,9.0
39.0,B,f,124.74,False,4.0
33.0,B,f,98.15,False,2.0
28.0,B,m,118.94,False,5.0
29.0,B,f,109.73,False,17.0
45.0,B,m,86.49,False,4.0
50.0,B,f,106.39,False,8.0
34.0,D,m,69.28,False,8.0
38.0,A,f,67.5,False,1.0
30.0,E,f,90.92,False,10.0
40.0,B,f,111.81,False,13.0
19.0,B,f,105.75,False,1.0
41.0,B,f,124.35,False,4.0
32.0,B,m,106.63,False,1.0
46.0,B,f,198.18,False,10.0
23.0,A,f,116.47,False,1.0
46.0,B,f,154.33,False,3.0
45.0,E,f,107.36,False,3.0
19.0,B,f,60.89,False,5.0
50.0,B,f,116.56,False,4.0
49.0,B,m,162.62,False,14.0
40.0,B,f,169.01,False,27.0
53.0,B,m,134.44,True,16.0
18.0,B,m,81.79,False,3.0
25.0,C,m,73.92,False,3.0
58.0,C,m,144.89,False,7.0
27.0,B,m,130.17,False,2.0
34.0,B,f,83.49,False,1.0
24.0,A,f,78.67,False,3.0
47.0,A,f,181.05,False,16.0
46.0,B,f,87.35,False,6.0
38.0,E,f,96.44,False,1.0
27.0,B,m,52.41,False,8.0
44.0,E,f,102.9,False,1.0
19.0,B,f,72.72,False,5.0
66.0,B,f,194.52,True,29.0
40.0,D,m,86.92,False,4.0
44.0,B,f,166.66,False,2.0
43.0,B,f,168.97,False,9.0
41.0,C,f,114.32,False,5.0
36.0,E,f,80.16,False,15.0
55.0,E,f,129.4,False,12.0
47.0,B,f,98.55,False,8.0
27.0,B,f,83.1,False,6.0
35.0,B,f,128.24,False,21.0
22.0,B,f,61.71,False,3.0
46.0,B,f,128.4,False,4.0
29.0,B,f,60.83,False,12.0
30.0,B,f,135.19,False,3.0
33.0,B,m,83.86,False,10.0
40.0,B,f,77.34,False,7.0
20.0,B,m,64.95,False,2.0
18.0,B,f,84.07,False,1.0
22.0,A,f,103.24,False,15.0
45.0,B,f,117.33,False,20.0
38.0,B,f,145.28,False,4.0
34.0,B,f,90.74,False,8.0
33.0,B,m,157.86,False,2.0
18.0,B,f,84.07,False,11.0
42.0,B,f,84.68,False,3.0
28.0,B,m,60.93,False,4.0
28.0,A,f,50.22,False,5.0
31.0,B,f,61.39,False,7.0
26.0,B,m,129.23,False,3.0
47.0,A,f,118.59,False,23.0
29.0,A,f,59.75,False,2.0
43.0,B,f,162.81,False,7.0
44.0,A,f,148.54,False,7.0
28.0,E,m,114.73,False,13.0
35.0,A,f,78.88,False,8.0
55.0,B,f,227.29,False,12.0
46.0,A,f,97.27,False,16.0
26.0,B,f,97.21,False,4.0
27.0,A,f,175.43,False,10.0
51.0,B,f,116.34,False,6.0
30.0,A,m,58.01,False,7.0
40.0,B,m,121.73,False,20.0
23.0,A,m,56.66,False,2.0
51.0,C,f,101.92,False,1.0
61.0,B,f,125.59,False,5.0
45.0,E,m,132.71,False,6.0
26.0,B,m,184.8,False,2.0
32.0,B,m,142.74,False,2.0
33.0,B,f,155.29,False,2.0
33.0,B,f,108.74,False,7.0
64.0,B,f,145.16,False,8.0
25.0,C,f,71.95,False,9.0
33.0,B,m,123.85,False,5.0
23.0,B,f,79.91,False,4.0
63.0,B,m,146.19,True,18.0
25.0,B,f,90.82,False,2.0
29.0,B,f,84.9,False,2.0
26.0,B,f,70.24,False,12.0
50.0,A,m,134.51,False,12.0
28.0,B,f,176.43,False,5.0
31.0,A,f,81.01,False,5.0
49.0,B,m,123.35,False,13.0
29.0,B,f,53.77,False,10.0
31.0,B,m,90.62,False,4.0
19.0,B,f,65.39,False,7.0
42.0,B,f,205.31,False,19.0
32.0,C,m,100.93,False,4.0
32.0,A,m,90.94,False,12.0
47.0,B,f,92.7,False,4.0
45.0,B,f,66.1,False,6.0
33.0,B,m,83.06,False,11.0
27.0,A,f,96.84,False,3.0
44.0,B,m,161.63,False,1.0
40.0,C,f,106.4,False,6.0
33.0,B,f,90.78,False,21.0
45.0,B,m,168.41,False,13.0
22.0,B,m,57.76,False,12.0
40.0,A,f,106.18,False,3.0
54.0,B,m,121.36,False,4.0
30.0,B,m,103.87,False,2.0
58.0,E,f,110.04,False,3.0
43.0,B,m,92.28,False,1.0
29.0,B,m,64.97,False,1.0
50.0,C,f,116.05,False,7.0
25.0,B,f,107.99,True,14.0
47.0,E,m,145.15,False,4.0
20.0,B,f,105.01,False,11.0
34.0,E,f,132.06,False,2.0
48.0,B,f,106.79,False,1.0
39.0,B,f,140.1,False,1.0
28.0,B,f,121.66,False,21.0
38.0,B,m,101.28,False,2.0
26.0,A,f,92.3,False,8.0
29.0,B,f,71.2,False,4.0
31.0,A,f,147.14,False,4.0
48.0,B,m,125.88,False,2.0
38.0,B,f,126.06,False,1.0
34.0,E,f,110.53,False,10.0
25.0,B,f,79.71,False,3.0
42.0,B,f,94.63,False,1.0
56.0,B,f,82.27,False,3.0
30.0,B,f,123.4,False,9.0
47.0,B,f,100.95,False,4.0
49.0,A,f,199.78,False,7.0
36.0,B,m,90.26,False,1.0
20.0,B,f,57.39,False,1.0
40.0,B,m,140.11,False,9.0
31.0,B,m,88.34,False,1.0
39.0,B,f,102.46,False,9.0
49.0,B,m,134.01,False,23.0
34.0,B,m,167.08,False,4.0
33.0,B,f,86.87,False,6.0
40.0,C,f,106.96,False,7.0
26.0,C,m,54.87,False,5.0
21.0,E,m,84.41,False,1.0
29.0,B,f,87.85,False,12.0
33.0,E,m,71.25,False,12.0
39.0,B,f,229.31,False,25.0
38.0,A,m,112.45,False,3.0
33.0,B,f,74.3,False,6.0
50.0,B,m,87.65,False,4.0
23.0,B,f,108.01,False,15.0
23.0,B,f,58.77,False,3.0
42.0,C,m,101.69,False,8.0
30.0,B,m,82.06,False,2.0
42.0,D,f,115.97,False,4.0
45.0,E,m,106.63,False,2.0
35.0,E,f,115.34,True,21.0
34.0,B,f,151.45,False,4.0
48.0,B,f,133.92,False,7.0
52.0,B,m,106.66,False,3.0
36.0,B,m,63.43,False,3.0
45.0,B,f,73.74,False,10.0
35.0,B,f,124.45,False,6.0
36.0,A,f,202.51,False,36.0
32.0,B,f,137.48,False,6.0
46.0,A,f,97.08,False,6.0
22.0,B,f,93.57,False,1.0
31.0,B,m,84.98,False,2.0
35.0,B,f,98.86,False,9.0
25.0,E,f,53.86,False,2.0
37.0,B,m,67.62,False,7.0
38.0,B,m,120.02,False,10.0
45.0,A,f,103.12,False,1.0
26.0,A,f,121.08,False,17.0
52.0,B,f,126.59,False,18.0
41.0,B,f,154.02,False,3.0
33.0,B,m,184.46,False,6.0
38.0,B,m,88.9,False,5.0
21.0,B,f,62.81,False,4.0
47.0,D,m,126.16,False,11.0
30.0,A,f,150.9,False,13.0
28.0,B,f,96.19,False,8.0
46.0,E,f,154.66,False,16.0
29.0,B,m,59.91,False,6.0
51.0,B,f,144.69,False,3.0
25.0,B,m,85.33,False,4.0
40.0,B,f,126.68,False,8.0
29.0,B,f,210.6,False,2.0
39.0,B,m,102.5,False,4.0
18.0,B,f,47.86,False,4.0
32.0,E,f,101.06,False,6.0
40.0,B,f,125.5,False,3.0
57.0,B,f,178.13,True,21.0
21.0,B,m,49.98,False,12.0
47.0,C,f,91.65,False,6.0
39.0,C,f,115.32,False,14.0
30.0,B,f,128.5,False,1.0
63.0,E,f,101.7,False,10.0
33.0,B,f,113.62,False,13.0
34.0,B,m,141.49,False,5.0
27.0,E,f,135.71,False,20.0
28.0,E,f,93.4,False,1.0
24.0,B,m,86.68,False,9.0
32.0,B,m,112.74,False,12.0
36.0,B,f,94.28,False,2.0
24.0,B,m,61.33,False,12.0
32.0,B,m,236.45,False,10.0
30.0,B,f,168.45,False,1.0
32.0,B,f,106.67,False,5.0
37.0,B,m,85.45,False,4.0
41.0,B,f,98.63,False,12.0
32.0,D,m,172.2,False,12.0
42.0,B,m,118.3,False,11.0
20.0,A,m,56.92,False,16.0
31.0,B,f,70.21,False,6.0
30.0,D,m,99.05,False,11.0
43.0,C,f,143.98,False,10.0
33.0,B,m,112.68,False,10.0
50.0,B,m,258.2,False,10.0
35.0,B,f,87.43,False,3.0
55.0,B,m,108.45,False,2.0
39.0,D,f,134.12,False,5.0
42.0,E,f,152.8,False,13.0
52.0,A,f,113.15,False,9.0
32.0,B,m,58.91,False,2.0
22.0,E,m,109.01,False,4.0
45.0,E,f,237.94,False,30.0
36.0,B,f,224.87,False,38.0
33.0,B,m,162.8,False,4.0
22.0,A,m,126.15,False,3.0
31.0,E,f,66.29,False,11.0
34.0,B,m,145.72,True,19.0
52.0,B,m,131.94,False,2.0
28.0,B,f,137.65,False,12.0
36.0,B,f,249.47,False,13.0
37.0,B,f,107.73,False,1.0
48.0,B,m,115.5,False,1.0
29.0,B,m,63.12,False,5.0
26.0,B,f,92.83,False,1.0
46.0,B,m,100.13,False,4.0
18.0,B,f,32.14,False,6.0
37.0,B,f,130.42,False,9.0
18.0,B,f,30.13,False,5.0
36.0,B,f,75.61,False,4.0
31.0,B,f,104.51,False,12.0
59.0,B,f,152.97,False,8.0
33.0,B,m,134.18,False,2.0
62.0,B,m,121.48,False,3.0
41.0,B,f,98.71,False,3.0
31.0,B,m,183.98,False,4.0
51.0,B,f,145.19,True,20.0
50.0,B,f,134.21,False,23.0
50.0,A,f,130.77,False,10.0
35.0,B,f,74.85,False,16.0
38.0,E,m,125.33,True,15.0
37.0,B,m,102.27,False,1.0
35.0,B,f,122.22,False,2.0
34.0,B,m,72.77,False,11.0
39.0,B,f,121.44,False,3.0
29.0,B,f,64.55,False,3.0
23.0,B,f,82.75,False,2.0
45.0,B,f,113.65,True,18.0
49.0,B,f,133.57,False,3.0
50.0,B,f,138.16,False,8.0
45.0,B,f,101.68,False,1.0
19.0,B,f,172.74,True,24.0
45.0,B,f,100.08,False,1.0
28.0,B,f,133.42,True,14.0
60.0,B,f,90.38,False,4.0
40.0,B,f,193.15,False,4.0
32.0,C,f,84.36,False,13.0
34.0,B,f,105.76,False,6.0
31.0,B,f,96.25,False,14.0
47.0,B,f,111.32,False,16.0
41.0,B,f,99.07,False,12.0
48.0,B,m,137.26,False,17.0
42.0,B,f,112.23,False,4.0
38.0,B,f,117.35,False,6.0
34.0,B,f,100.62,False,6.0
31.0,B,m,94.34,False,3.0
18.0,A,m,41.8,False,3.0
39.0,B,m,103.47,False,2.0
30.0,B,f,86.19,False,4.0
41.0,B,f,103.99,False,8.0
38.0,E,f,216.83,False,12.0
43.0,A,m,100.05,False,1.0
51.0,B,f,98.26,False,12.0
25.0,B,m,76.05,False,2.0
26.0,A,m,176.43,True,17.0
38.0,E,f,76.89,False,3.0
58.0,B,f,116.73,False,7.0
22.0,C,f,68.38,False,10.0
29.0,B,f,84.06,False,5.0
34.0,A,m,188.73,False,4.0
44.0,E,f,113.38,False,6.0
25.0,B,f,57.24,False,5.0
39.0,B,m,116.25,False,7.0
27.0,B,f,60.07,False,2.0
31.0,B,f,74.0,False,3.0
33.0,C,f,114.72,False,10.0
51.0,B,f,119.11,False,8.0
30.0,A,f,79.61,False,8.0
48.0,B,f,184.07,True,13.0
47.0,B,m,138.4,False,12.0
40.0,B,m,124.42,False,11.0
49.0,B,m,168.44,False,4.0
39.0,B,f,103.74,False,23.0
30.0,B,f,120.76,False,3.0
47.0,B,m,133.33,True,16.0
47.0,B,f,149.64,False,9.0
33.0,A,f,81.09,False,7.0
21.0,B,m,76.35,False,5.0
20.0,A,f,30.35,False,5.0
31.0,B,m,141.32,False,4.0
34.0,B,m,75.11,False,3.0
41.0,C,f,131.02,False,3.0
52.0,B,f,112.22,False,10.0
30.0,B,f,147.98,False,2.0
48.0,B,m,105.57,False,3.0
62.0,B,m,105.08,False,2.0
25.0,C,m,135.16,True,18.0
35.0,E,m,103.28,False,5.0
26.0,C,f,58.45,False,6.0
20.0,C,f,55.96,False,1.0
40.0,A,f,342.58,True,38.0
47.0,A,f,109.58,False,4.0
42.0,B,f,90.76,False,1.0
42.0,B,m,147.89,False,2.0
32.0,B,f,127.67,False,16.0
43.0,B,f,114.22,False,12.0
45.0,E,m,108.45,False,14.0
24.0,B,f,63.36,False,3.0
27.0,B,f,88.14,False,3.0
32.0,B,m,108.66,False,3.0
40.0,C,f,202.67,False,2.0
40.0,B,f,126.33,False,6.0
34.0,C,f,108.88,False,3.0
36.0,E,f,177.29,False,7.0
39.0,B,m,103.66,False,4.0
42.0,B,m,78.88,False,1.0
35.0,B,f,115.47,False,1.0
33.0,B,f,210.09,False,9.0
